apprehension_date,apprehension_state,apprehension_aor,final_program,final_program_group,apprehension_method,apprehension_criminality,case_status,case_category,departed_date,departure_country,final_order_yes_no,final_order_date,birth_year,citizenship_country,gender,apprehension_site_landmark,unique_identifier,apprehension_date_time,duplicate_likely,file_original,sheet_original,row_original
2024-04-01,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-09,MEXICO,YES,2024-07-11,1987.0,EL SALVADOR,Male,WASHINGTON CORRECTIONS CENTER (Shelton),26198274864059b450805aec18330c19d3cf12a1,2024-04-01 11:24:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,55446
2024-04-01,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1994.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,313709b83d14d1492c1e9c099bbd9fe47ac11c00,2024-04-01 14:05:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,71423
2024-04-01,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1989.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,d147b3f70f2e9780feb1a7bf5bb142f16738a558,2024-04-01 15:11:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,304033
2024-04-01,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,790f02a414895a25737204bd07c2434d9a93db08,2024-04-01 20:53:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,175848
2024-04-01,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1985.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,cf8b1b9cfcec05ef5ebd2c9267509f229b1c10a5,2024-04-01 20:53:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,301434
2024-04-02,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1972.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,9b6a5de23b25f66b395f47b5f9cd4386beaa2840,2024-04-02 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,225556
2024-04-02,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1994.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,bd4335c1bf51b85401f582877aa453af3d0b398a,2024-04-02 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,274978
2024-04-02,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1981.0,INDIA,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,c44965cfb92bc243b393cf49bad809907ae4592e,2024-04-02 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,285282
2024-04-02,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,f19e8839938251a7b78fa3e1e11f80f1b73fb2c8,2024-04-02 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,350797
2024-04-02,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-04-30,HONDURAS,YES,2005-04-21,1981.0,HONDURAS,Male,WASHINGTON CORRECTIONS CENTER (Shelton),58fb4aaa0bdbe9daf454e490d512dea9529dd134,2024-04-02 11:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,129203
2024-04-02,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-06-25,MEXICO,YES,2024-06-06,1983.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),05ce92c17a46c78dc7ea208c93c66df43948247a,2024-04-02 12:37:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,8485
2024-04-03,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-04,PERU,YES,2023-11-17,1977.0,PERU,Male,SEATTLE NON-DETAINED DOCKET,7bd2c96c9a1a646d4c44be0570e53318b29acc19,2024-04-03 09:09:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,179778
2024-04-03,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-04,PERU,YES,2023-11-17,2011.0,PERU,Female,SEATTLE NON-DETAINED DOCKET,97d69cf1a8bce18087c41b6faf83f74a0a153573,2024-04-03 09:20:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,220388
2024-04-03,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,5-Title 50 Expulsion,[8B] Excludable / Inadmissible - Under Adjudication by IJ,2025-03-15,EL SALVADOR,NO,,2002.0,VENEZUELA,Male,SEATTLE NON-DETAINED DOCKET,297a474673652ec31c674f6526792de1962ed731,2024-04-03 09:34:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,60265
2024-04-03,WASHINGTON,,Detained Docket Control,ICE,ERO Reprocessed Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-06,MEXICO,YES,2024-07-09,1977.0,MEXICO,Male,,cf95dd85aba12658a9a42ac120129f40ff867e36,2024-04-03 10:34:00 UTC,True,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,301490
2024-04-03,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-15,MEXICO,YES,2024-04-18,1989.0,MEXICO,Female,SEA CAP,01f0e57714cea5157fa91e68ff08ee12dd130f26,2024-04-03 13:15:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,2809
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,INDIA,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,5ec5a5a2bbd1a5d5b9f5fc401bed02a9a045ccba,2024-04-04 05:17:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,137537
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,02178717a1d03dfaab8c46c96208d46b39df3326,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,3028
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,3822125bf6d7371ee726c831eb6e834264c3c57b,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,81518
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1995.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,4dd96bce8e3bc2981b943aa33b357d4ffe6f8f69,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,113076
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1981.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,75ed395ecdb92e348a0da400f87dbe5d44867fed,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,171133
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,0-Withdrawal Permitted - I-275 Issued,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-26,CANADA,YES,2024-04-23,1970.0,CANADA,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,90eef7c7adc5255e5cf0cce01d1d2d4f5932aac6,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,210375
2024-04-04,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1984.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,922a2f9645f0ed69ad9b0fa56b3c6051da483569,2024-04-04 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,212113
2024-04-05,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-04-17,MEXICO,YES,2022-02-18,1983.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),d3013a90526c2cd5fac7104f26b591e3e72e3b5e,2024-04-05 11:12:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,306556
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1997.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,f78d291f1c0a99aa078fb546b50650ce6c0fe334,2024-04-06 06:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,359230
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996.0,INDIA,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,147f71ecd2f36787fb43bd08cd20185987f24714,2024-04-06 21:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,29778
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2000.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,c958ddbbe924406a33bdbb635e1b1f948fc5722a,2024-04-06 22:10:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,292504
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1984.0,INDIA,Female,NORTHWEST DETENTION CENTER DETAINED DOCKET,d9cdcb7815057c27c0b7ec2186f5894eb09bf5df,2024-04-06 22:10:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,316427
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2003.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,fa5a0905fa56868c4dc10e574fcbe5ed9c72eebf,2024-04-06 22:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,363327
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2002.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,6bb92b89329ac8450e40da2eef8f3b01a930ac27,2024-04-06 22:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,156121
2024-04-06,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1976.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,86f0ae96db4b968ea65f7a7b94328bb2873e3628,2024-04-06 23:10:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,195741
2024-04-08,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-04-30,MEXICO,YES,2024-04-25,1977.0,MEXICO,Male,Spokane CAP,49b41b31e5fd1b4974adabaf85e57a78e6daa510,2024-04-08 09:14:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,107042
2024-04-08,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-17,EL SALVADOR,YES,2024-04-17,1963.0,EL SALVADOR,Male,Spokane CAP,8891c793ddcf2b2769e5f1dd9fc1ca3f6eb64782,2024-04-08 10:24:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,198219
2024-04-08,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-06-08,MEXICO,YES,2024-05-30,1990.0,MEXICO,Male,STAFFORD CREEK CORRECTIONS,9560c3b8b9ed7e7080afd3677118fbe064f975e6,2024-04-08 11:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,216967
2024-04-08,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1995.0,NICARAGUA,Female,SEATTLE NON-DETAINED DOCKET,437897779a4fa260bfac91f9234f4ab7c73acbd0,2024-04-08 15:23:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,97888
2024-04-09,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,0-Withdrawal Permitted - I-275 Issued,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-06-25,CANADA,YES,2024-06-05,1993.0,CANADA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,75debd2c72b4c5e42025e4f0d54a3c2b39a36898,2024-04-09 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,171051
2024-04-09,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-07-30,MEXICO,YES,2024-03-11,1963.0,MEXICO,Male,YAKIMA Fug Ops,51ae5da280cf6fb1d4d5746766b0678b8865adfc,2024-04-09 08:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,118616
2024-04-09,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-05-14,MEXICO,YES,2010-11-09,1983.0,MEXICO,Male,SEA CAP,ec037e0babcb83915f27732ebf851c781b7a2c38,2024-04-09 10:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,342653
2024-04-09,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-05-25,MEXICO,YES,2025-05-08,1960.0,MEXICO,Male,SEATTLE NON-DETAINED DOCKET,f43b2152d5c0aad5981015942aa444583bffd3c0,2024-04-09 12:23:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,354480
2024-04-10,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996.0,SOMALIA,Male,SEATTLE NON-DETAINED DOCKET,6351f3886c598f4da671d75f37e4a1eaa7f2fb53,2024-04-10 10:01:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,143983
2024-04-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-07,MEXICO,YES,2019-11-14,1974.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),cf156d715325d5259e5a0b1c10fe0f566b09da30,2024-04-11 08:08:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,300786
2024-04-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-10-29,MEXICO,YES,2024-10-02,1986.0,MEXICO,Female,FEDERAL DETENTION CENTER (FDC),0775e4446c31532b0ac27df02e87408a6be6136d,2024-04-11 09:40:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,10871
2024-04-11,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,ACTIVE,[3] Deportable - Administratively Final Order,,,YES,2024-10-01,1980.0,GAMBIA,Male,STAFFORD CREEK CORRECTIONS,a19a7fc5c6017534e6e946938a0cbb62e47ca2b0,2024-04-11 11:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,234619
2024-04-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-04-30,MEXICO,YES,2024-04-16,1972.0,MEXICO,Male,"GRANT CO. JAIL, WA",f912a0f51d9a85760be27ddfef5547e3021ed14e,2024-04-11 13:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,361491
2024-04-11,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-04-23,MEXICO,YES,2024-04-11,1993.0,MEXICO,Male,CHELAN CO. JAIL,034e41dc12a1498c34f1dfe1641f705b7c74bc1c,2024-04-11 16:38:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,4851
2024-04-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-13,MEXICO,YES,2024-08-01,1989.0,MEXICO,Male,"FDL GENERAL AREA, NON-SPECIFIC",e50e6c6b8ddac3ef5f2c2f1ad7b959543b331a85,2024-04-12 06:35:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,332666
2024-04-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2023-05-13,1990.0,HONDURAS,Male,FEDERAL DETENTION CENTER (FDC),6762d5fe59d5f24e6b8913ece12c1286e973b000,2024-04-12 07:21:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,149906
2024-04-12,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-14,MEXICO,YES,2024-05-01,2000.0,MEXICO,Male,FEDERAL DETENTION CENTER (FDC),e7ea82928cbd7eae69e0479c3225473a1db67e8e,2024-04-12 08:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,336882
2024-04-12,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Other efforts,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2024-08-19,2004.0,NICARAGUA,Male,SEATTLE NON-DETAINED DOCKET,4ac926dba1354bab3f1a1f39bb34e3d7856972b9,2024-04-12 11:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,108568
2024-04-12,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-03-25,MEXICO,YES,2025-03-19,1986.0,MEXICO,Male,CHELAN CO. JAIL,80ce9e02f116585eea8bac001c227b13ff49a2c2,2024-04-12 14:00:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,187031
2024-04-12,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,1996.0,INDIA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,0c9ae8f3e3c12420596f35bd6c56100a50959377,2024-04-12 23:09:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,18312
2024-04-15,WASHINGTON,Seattle Area of Responsibility,ERO Criminal Alien Program,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-05-07,MEXICO,YES,2024-04-15,1982.0,MEXICO,Male,SEATTLE FUG OPS,c6dcffabc74a6b72d1152e834d4ecdd0f29c4eae,2024-04-15 07:03:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,288908
2024-04-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-14,MEXICO,YES,2024-04-24,1996.0,MEXICO,Male,"GRANT CO. JAIL, WA",72286fd716452bca4d0df16820fe2dd22469de3a,2024-04-15 10:39:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,165559
2024-04-15,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-05-07,MEXICO,YES,2006-03-23,1963.0,MEXICO,Male,YAKIMA Fug Ops,28a1bf37d4b084850348b46efa4216f513532f6a,2024-04-15 11:45:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,59023
2024-04-15,WASHINGTON,Seattle Area of Responsibility,Non-Detained Docket Control,ICE,Located,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,1994.0,GUATEMALA,Female,SEATTLE NON-DETAINED DOCKET,d83febabfd6e8c86219bd11a0891af48a20775be,2024-04-15 12:28:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,314144
2024-04-15,WASHINGTON,Seattle Area of Responsibility,Detained Docket Control,ICE,ERO Reprocessed Arrest,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,2001.0,SRI LANKA,Male,NORTHWEST DETENTION CENTER DETAINED DOCKET,0a301b6883cfa2114cc880bdfa1c7ce73969d93a,2024-04-15 17:36:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,14865
2024-04-16,WASHINGTON,Seattle Area of Responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-04-23,MEXICO,YES,2011-08-31,1991.0,MEXICO,Male,POO CAP NON-CUSTODIAL ARREST,471565b4e6edf89716eeef51542665addf02103c,2024-04-16 06:30:00 UTC,False,ERO Admin Arrests_LESA-STU-FINAL Release_raw.xlsx,Admin Arrests,103239
